Sr. No,Semester,Course Code,Course Title,Credit Hours,Grade,Grade Point,SGPA,CGPA,Warning
1696,Fall 2018,SS111,Islamic and Religious Studies,3,B-,2.67,1.59,1.59,0
1696,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
1696,Unknown,SS122,English Composition,3,UK,-1,0,0,0
1696,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
1696,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
1697,Fall 2018,CL117,Intro to Info. and Comm. Technologies,1,C-,1.67,1.14,1.14,1
1697,Fall 2018,CL118,Programming Fundamentals - Lab,1,F,0,1.14,1.14,1
1697,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
1697,Fall 2018,CS118,Programming Fundamentals,3,F,0,1.14,1.14,1
1697,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
1697,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
1697,Fall 2018,EE117,Applied Physics,3,D+,1.33,1.14,1.14,1
1697,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
1697,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
1697,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
1697,Unknown,MT104,Linear Algebra,3,UK,-1,0,0,0
1697,Fall 2018,MT119,Calculus and Analytical Geometry,3,F,0,1.14,1.14,1
1697,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
1697,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
1697,Fall 2018,SL150,English Composition and Comprehension - Lab,1,B,3,1.14,1.14,1
1697,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
1697,Unknown,SS101,English Language,3,UK,-1,0,0,0
1697,Fall 2018,SS111,Islamic and Religious Studies,3,C,2,1.14,1.14,1
1697,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
1697,Unknown,SS122,English Composition,3,UK,-1,0,0,0
1697,Fall 2018,SS150,English Composition and Comprehension,2,C+,2.33,1.14,1.14,1
1697,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
1698,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
1698,Unknown,CL118,Programming Fundamentals - Lab,1,UK,-1,0,0,0
1698,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
1698,Unknown,CS118,Programming Fundamentals,3,UK,-1,0,0,0
1698,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
1698,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
1698,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
1698,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
1698,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
1698,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
1698,Unknown,MT104,Linear Algebra,3,UK,-1,0,0,0
1698,Unknown,MT119,Calculus and Analytical Geometry,3,UK,-1,0,0,0
1698,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
1698,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
1698,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
1698,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
1698,Fall 2018,SS101,English Language,3,B,3,1.67,1.67,2
1698,Fall 2018,SS111,Islamic and Religious Studies,3,B-,2.67,1.67,1.67,2
1698,Spring 2019,SS113,Pakistan Studies,3,D,1,1.25,1.64,2
1698,Unknown,SS122,English Composition,3,UK,-1,0,0,0
1698,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
1698,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
1699,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
1699,Unknown,CL118,Programming Fundamentals - Lab,1,UK,-1,0,0,0
1699,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
1699,Unknown,CS118,Programming Fundamentals,3,UK,-1,0,0,0
1699,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
1699,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
1699,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
1699,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
1699,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
1699,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
1699,Spring 2019,MT104,Linear Algebra,3,B+,3.33,3.3,3.17,0
1699,Unknown,MT119,Calculus and Analytical Geometry,3,UK,-1,0,0,0
1699,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
1699,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
1699,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
1699,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
1699,Fall 2018,SS101,English Language,3,B+,3.33,3.04,3.04,0
1699,Spring 2019,SS111,Islamic and Religious Studies,3,A-,3.67,3.3,3.17,0
1699,Fall 2018,SS113,Pakistan Studies,3,C,2,3.04,3.04,0
1699,Unknown,SS122,English Composition,3,UK,-1,0,0,0
1699,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
1699,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
1700,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
1700,Unknown,CL118,Programming Fundamentals - Lab,1,UK,-1,0,0,0
1700,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
1700,Unknown,CS118,Programming Fundamentals,3,UK,-1,0,0,0
1700,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
1700,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
1700,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
1700,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
1700,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
1700,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
1700,Unknown,MT104,Linear Algebra,3,UK,-1,0,0,0
1700,Unknown,MT119,Calculus and Analytical Geometry,3,UK,-1,0,0,0
1700,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
1700,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
1700,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
1700,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
1700,Fall 2018,SS101,English Language,3,A,4,2.04,2.04,0
1700,Spring 2019,SS111,Islamic and Religious Studies,3,B+,3.33,1.8,2.04,0
1700,Fall 2018,SS113,Pakistan Studies,3,C-,1.67,2.04,2.04,0
1700,Unknown,SS122,English Composition,3,UK,-1,0,0,0
1700,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
1700,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
1701,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
1701,Unknown,CL118,Programming Fundamentals - Lab,1,UK,-1,0,0,0
1701,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
1701,Unknown,CS118,Programming Fundamentals,3,UK,-1,0,0,0
1701,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
1701,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
1701,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
1701,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
1701,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
1701,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
1701,Spring 2019,MT104,Linear Algebra,3,C+,2.33,2.7,2.63,0
1701,Unknown,MT119,Calculus and Analytical Geometry,3,UK,-1,0,0,0
1701,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
1701,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
1701,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
1701,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
1701,Fall 2018,SS101,English Language,3,F,0,2.08,2.08,0
1701,Spring 2019,SS101,English Language,3,C-,1.67,2.7,2.63,0
1701,Fall 2018,SS111,Islamic and Religious Studies,3,C+,2.33,2.08,2.08,0
1701,Spring 2019,SS113,Pakistan Studies,3,D+,1.33,2.7,2.63,0
1701,Unknown,SS122,English Composition,3,UK,-1,0,0,0
1701,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
1701,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
1702,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
1702,Unknown,CL118,Programming Fundamentals - Lab,1,UK,-1,0,0,0
1702,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
1702,Unknown,CS118,Programming Fundamentals,3,UK,-1,0,0,0
1702,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
1702,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
1702,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
1702,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
1702,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
1702,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
1702,Spring 2019,MT104,Linear Algebra,3,C,2,1.63,1.88,2
1702,Unknown,MT119,Calculus and Analytical Geometry,3,UK,-1,0,0,0
1702,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
1702,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
1702,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
1702,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
1702,Fall 2018,SS101,English Language,3,F,0,1.55,1.55,2
1702,Spring 2019,SS101,English Language,3,D,1,1.63,1.88,2
1702,Fall 2018,SS111,Islamic and Religious Studies,3,B-,2.67,1.55,1.55,2
1702,Spring 2019,SS113,Pakistan Studies,3,C-,1.67,1.63,1.88,2
1702,Unknown,SS122,English Composition,3,UK,-1,0,0,0
1702,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
1702,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
1703,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
1703,Unknown,CL118,Programming Fundamentals - Lab,1,UK,-1,0,0,0
1703,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
1703,Unknown,CS118,Programming Fundamentals,3,UK,-1,0,0,0
1703,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
1703,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
1703,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
1703,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
1703,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
1703,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
1703,Spring 2019,MT104,Linear Algebra,3,C,2,3.07,2.94,0
1703,Unknown,MT119,Calculus and Analytical Geometry,3,UK,-1,0,0,0
1703,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
1703,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
1703,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
1703,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
1703,Fall 2018,SS101,English Language,3,B+,3.33,2.8,2.8,0
1703,Fall 2018,SS111,Islamic and Religious Studies,3,C,2,2.8,2.8,0
1703,Spring 2019,SS113,Pakistan Studies,3,A-,3.67,3.07,2.94,0
1703,Unknown,SS122,English Composition,3,UK,-1,0,0,0
1703,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
1703,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
1704,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
1704,Unknown,CL118,Programming Fundamentals - Lab,1,UK,-1,0,0,0
1704,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
1704,Unknown,CS118,Programming Fundamentals,3,UK,-1,0,0,0
1704,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
1704,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
1704,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
1704,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
1704,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
1704,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
1704,Spring 2019,MT104,Linear Algebra,3,D+,1.33,1.8,1.8,2
1704,Unknown,MT119,Calculus and Analytical Geometry,3,UK,-1,0,0,0
1704,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
1704,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
1704,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
1704,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
1704,Fall 2018,SS101,English Language,3,C+,2.33,1.21,1.21,2
1704,Fall 2018,SS111,Islamic and Religious Studies,3,D,1,1.21,1.21,2
1704,Spring 2019,SS113,Pakistan Studies,3,B,3,1.8,1.8,2
1704,Unknown,SS122,English Composition,3,UK,-1,0,0,0
1704,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
1704,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
1705,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
1705,Unknown,CL118,Programming Fundamentals - Lab,1,UK,-1,0,0,0
1705,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
1705,Unknown,CS118,Programming Fundamentals,3,UK,-1,0,0,0
1705,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
1705,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
1705,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
1705,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
1705,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
1705,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
1705,Spring 2019,MT104,Linear Algebra,3,C-,1.67,2.22,2.24,0
1705,Unknown,MT119,Calculus and Analytical Geometry,3,UK,-1,0,0,0
1705,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
1705,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
1705,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
1705,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
1705,Fall 2018,SS101,English Language,3,B,3,1.86,1.86,0
1705,Fall 2018,SS111,Islamic and Religious Studies,3,C,2,1.86,1.86,0
1705,Spring 2019,SS113,Pakistan Studies,3,B-,2.67,2.22,2.24,0
1705,Unknown,SS122,English Composition,3,UK,-1,0,0,0
1705,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
1705,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
1706,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
1706,Unknown,CL118,Programming Fundamentals - Lab,1,UK,-1,0,0,0
1706,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
1706,Unknown,CS118,Programming Fundamentals,3,UK,-1,0,0,0
1706,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
1706,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
1706,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
1706,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
1706,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
1706,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
1706,Unknown,MT104,Linear Algebra,3,UK,-1,0,0,0
1706,Unknown,MT119,Calculus and Analytical Geometry,3,UK,-1,0,0,0
1706,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
1706,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
1706,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
1706,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
1706,Fall 2018,SS101,English Language,3,FA,0,0,0,1
1706,Fall 2018,SS111,Islamic and Religious Studies,3,FA,0,0,0,1
1706,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
1706,Unknown,SS122,English Composition,3,UK,-1,0,0,0
1706,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
1706,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
1707,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
1707,Unknown,CL118,Programming Fundamentals - Lab,1,UK,-1,0,0,0
1707,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
1707,Unknown,CS118,Programming Fundamentals,3,UK,-1,0,0,0
1707,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
1707,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
1707,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
1707,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
1707,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
1707,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
1707,Spring 2019,MT104,Linear Algebra,3,C+,2.33,1.96,2.38,0
1707,Unknown,MT119,Calculus and Analytical Geometry,3,UK,-1,0,0,0
1707,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
1707,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
1707,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
1707,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
1707,Fall 2018,SS101,English Language,3,B-,2.67,2.82,2.82,0
1707,Fall 2018,SS111,Islamic and Religious Studies,3,A+,4,2.82,2.82,0
1707,Spring 2019,SS113,Pakistan Studies,3,B-,2.67,1.96,2.38,0
1707,Unknown,SS122,English Composition,3,UK,-1,0,0,0
1707,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
1707,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
1708,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
1708,Unknown,CL118,Programming Fundamentals - Lab,1,UK,-1,0,0,0
1708,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
1708,Unknown,CS118,Programming Fundamentals,3,UK,-1,0,0,0
1708,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
1708,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
1708,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
1708,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
1708,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
1708,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
1708,Spring 2019,MT104,Linear Algebra,3,D,1,1.67,2.17,0
1708,Unknown,MT119,Calculus and Analytical Geometry,3,UK,-1,0,0,0
1708,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
1708,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
1708,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
1708,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
1708,Fall 2018,SS101,English Language,3,A-,3.67,2.29,2.29,0
1708,Fall 2018,SS111,Islamic and Religious Studies,3,B+,3.33,2.29,2.29,0
1708,Spring 2019,SS113,Pakistan Studies,3,B,3,1.67,2.17,0
1708,Unknown,SS122,English Composition,3,UK,-1,0,0,0
1708,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
1708,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
1709,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
1709,Unknown,CL118,Programming Fundamentals - Lab,1,UK,-1,0,0,0
1709,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
1709,Unknown,CS118,Programming Fundamentals,3,UK,-1,0,0,0
1709,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
1709,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
1709,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
1709,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
1709,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
1709,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
1709,Spring 2019,MT104,Linear Algebra,3,C,2,2.04,1.97,0
1709,Unknown,MT119,Calculus and Analytical Geometry,3,UK,-1,0,0,0
1709,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
1709,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
1709,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
1709,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
1709,Fall 2018,SS101,English Language,3,D,1,1.73,1.73,0
1709,Spring 2019,SS101,English Language,3,A,4,2.04,1.97,0
1709,Fall 2018,SS111,Islamic and Religious Studies,3,B,3,1.73,1.73,0
1709,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
1709,Unknown,SS122,English Composition,3,UK,-1,0,0,0
1709,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
1709,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
1710,Fall 2018,CL117,Intro to Info. and Comm. Technologies,1,B,3,1.39,1.39,2
1710,Fall 2018,CL118,Programming Fundamentals - Lab,1,F,0,1.39,1.39,2
1710,Spring 2019,CL118,Programming Fundamentals - Lab,1,C-,1.67,1.87,1.97,2
1710,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
1710,Fall 2018,CS118,Programming Fundamentals,3,F,0,1.39,1.39,2
1710,Spring 2019,CS118,Programming Fundamentals,3,C+,2.33,1.87,1.97,2
1710,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
1710,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
1710,Spring 2019,EE117,Applied Physics,3,B+,3.33,1.87,1.97,2
1710,Fall 2018,EE117,Applied Physics,3,D,1,1.39,1.39,2
1710,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
1710,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
1710,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
1710,Unknown,MT104,Linear Algebra,3,UK,-1,0,0,0
1710,Fall 2018,MT119,Calculus and Analytical Geometry,3,C,2,1.39,1.39,2
1710,Spring 2019,MT224,Differential Equations (Cal II),3,F,0,1.87,1.97,2
1710,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
1710,Fall 2018,SL150,English Composition and Comprehension - Lab,1,B-,2.67,1.39,1.39,2
1710,Spring 2019,SL152,Communication & Presentation Skills - Lab,1,W,0,1.87,1.97,2
1710,Unknown,SS101,English Language,3,UK,-1,0,0,0
1710,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
1710,Fall 2018,SS113,Pakistan Studies,3,D,1,1.39,1.39,2
1710,Unknown,SS122,English Composition,3,UK,-1,0,0,0
1710,Fall 2018,SS150,English Composition and Comprehension,2,B,3,1.39,1.39,2
1710,Spring 2019,SS152,Communication & Presentation Skills,2,W,0,1.87,1.97,2
1711,Fall 2018,CL117,Intro to Info. and Comm. Technologies,1,B,3,1.59,1.59,0
1711,Fall 2018,CL118,Programming Fundamentals - Lab,1,D+,1.33,1.59,1.59,0
1711,Spring 2019,CL118,Programming Fundamentals - Lab,1,B+,3.33,2.16,2.09,0
1711,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
1711,Fall 2018,CS118,Programming Fundamentals,3,D+,1.33,1.59,1.59,0
1711,Spring 2019,CS118,Programming Fundamentals,3,B-,2.67,2.16,2.09,0
1711,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
1711,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
1711,Fall 2018,EE117,Applied Physics,3,C-,1.67,1.59,1.59,0
1711,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
1711,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
1711,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
1711,Unknown,MT104,Linear Algebra,3,UK,-1,0,0,0
1711,Fall 2018,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.59,1.59,0
1711,Spring 2019,MT119,Calculus and Analytical Geometry,3,C-,1.67,2.16,2.09,0
1711,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
1711,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
1711,Fall 2018,SL150,English Composition and Comprehension - Lab,1,C-,1.67,1.59,1.59,0
1711,Spring 2019,SL152,Communication & Presentation Skills - Lab,1,B-,2.67,2.16,2.09,0
1711,Unknown,SS101,English Language,3,UK,-1,0,0,0
1711,Fall 2018,SS111,Islamic and Religious Studies,3,D+,1.33,1.59,1.59,0
1711,Spring 2019,SS111,Islamic and Religious Studies,3,B,3,2.16,2.09,0
1711,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
1711,Unknown,SS122,English Composition,3,UK,-1,0,0,0
1711,Fall 2018,SS150,English Composition and Comprehension,2,C,2,1.59,1.59,0
1711,Spring 2019,SS152,Communication & Presentation Skills,2,F,0,2.16,2.09,0
1712,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
1712,Unknown,CL118,Programming Fundamentals - Lab,1,UK,-1,0,0,0
1712,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
1712,Unknown,CS118,Programming Fundamentals,3,UK,-1,0,0,0
1712,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
1712,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
1712,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
1712,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
1712,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
1712,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
1712,Spring 2019,MT104,Linear Algebra,3,A-,3.67,3.15,3.2,0
1712,Unknown,MT119,Calculus and Analytical Geometry,3,UK,-1,0,0,0
1712,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
1712,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
1712,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
1712,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
1712,Fall 2018,SS101,English Language,3,B,3,3.25,3.25,0
1712,Fall 2018,SS111,Islamic and Religious Studies,3,A-,3.67,3.25,3.25,0
1712,Spring 2019,SS113,Pakistan Studies,3,B+,3.33,3.15,3.2,0
1712,Unknown,SS122,English Composition,3,UK,-1,0,0,0
1712,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
1712,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
1713,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
1713,Unknown,CL118,Programming Fundamentals - Lab,1,UK,-1,0,0,0
1713,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
1713,Unknown,CS118,Programming Fundamentals,3,UK,-1,0,0,0
